a,ɑː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'letter', 'noun', 'adjective', 'verb', 'pronoun']"
disrupt,dɪsˈɹʌpt,,"['adjective', 'verb']"
disruption,dɪsˈɹʌpʃən,,['noun']
disruptive,dɪsˈɹʌptɪv,,['adjective']
dissatisfaction,dɪsˌsætɪsˈfækʃən,,['noun']
dissatisfied,dɪsˈsætɪsˌfaɪd,,"['adjective', 'verb']"
dissatisfy,dɪsˈsætɪsfaɪ,,['verb']
dissect,dɪˈsɛkt,,['verb']
dissection,dɪˈsɛkʃən,,['noun']
dissed,dɪst,,['verb']
dissemblance,dɪˈsɛmbləns,,['noun']
dissemble,dɪˈsɛmbəɫ,,['verb']
dissembler,di.sɑ̃.ble,,"['verb', 'noun']"
disseminate,dɪˈsɛmɪˌneɪt,,['verb']
dissemination,dɨˌsɛmɨˈneɪʃən,,['noun']
dissension,dɪˈsɛnʃən,,['noun']
dissent,dɪˈsɛnt,,"['verb', 'noun']"
dissenter,ɛntə(ɹ,,['noun']
dissertation,ˌdɪsəˈteɪʃən,,['noun']
disservice,dɪ(s)ˈsɜːvɪs,,"['verb', 'noun']"
dissever,dɪˈsɛvə,,['verb']
dissidence,ˈdɪsɪdəns,,['noun']
dissident,ˈdɪsɪdənt,,"['adjective', 'verb', 'noun']"
dissimilar,dɪˈsɪmɪlə(ɹ),,['adjective']
dissimilarity,dɪˌsɪmɪˈlæɹɪti,,['noun']
dissimulate,dɪˈsɪmjʊˌleɪt,,"['adjective', 'verb']"
dissimulation,di.si.my.la.sjɔ̃,,['noun']
dissimulator,dis.si.muˈlaː.tor,,['noun']
dissing,ˈdɪsɪŋ,,['verb']
dissipate,ˈdɪsɪpeɪt,,['verb']
dissipated,ˈdɪsɪpeɪtɪd,,"['adjective', 'verb']"
dissipation,ˌdɪsɪˈpeɪʃən,,['noun']
dissociate,dɪˈsəʊ.ʃi.eɪt,,"['adjective', 'verb', 'noun']"
dissociation,ˈdɪˌsəʊʃɪieɪʃən,,['noun']
dissociative,dɪˈsoʊ.ʃi.ə.tɪv,,"['adjective', 'noun']"
dissolute,ˈdɪsəljuːt,,"['adjective', 'noun']"
dissolution,ˌdɪsəˈl(j)uːʃən,,['noun']
dissolve,dɪˈzɒlv,,"['verb', 'noun']"
dissolved,dɪˈzɑlvd,,"['adjective', 'verb']"
dissonance,ˈdɪsənəns,,['noun']
dissonant,ˈdɪsənənt,,"['adjective', 'verb']"
dissuade,dɪˈsweɪd,,['verb']
dissuades,eɪd,,['verb']
dissuasion,dɪˈsweɪʒən,,['noun']
dissuasive,dɪˈsweɪzɪv,,"['adjective', 'noun']"
distaff,ˈdɪstɑːf,,"['adjective', 'noun']"
distal,ˈdɪs.təl,,['adjective']
distance,ˈdɪs.tɪns,,"['adverb', 'verb', 'noun']"
distancing,ˈdɪstənsɪŋ,,"['verb', 'noun']"
distant,ˈdɪstənt,,"['adjective', 'verb']"
distaste,dɪsˈteɪst,,"['verb', 'noun']"
distasteful,dɪsˈteɪstfəɫ,,['adjective']
distemper,dɪsˈtɛmpə(ɹ),,"['verb', 'noun']"
distend,dɪˈstɛnd,,['verb']
distended,dɪˈstɛndɪd,,"['adjective', 'verb']"
distension,dɪsˈtɛnʃən,,['noun']
distention,dɪsˈtɛnʃən,,['noun']
distill,dɪˈstɪɫ,,['verb']
distillate,ˈdɪstɪlət,,"['verb', 'noun']"
distillation,dɪstɪˈleɪʃən,,['noun']
distilled,dɪˈstɪld,,['verb']
distiller,ɪlə(ɹ,,"['verb', 'noun']"
distillery,dɪˈstɪləɹi,,['noun']
distilling,ɪlɪ,,"['verb', 'noun']"
distinct,dɪsˈtɪŋkt,,"['adjective', 'verb']"
distinction,dɪˈstɪŋkʃən,,['noun']
distinctive,dɪˈstɪŋktɪv,,"['adjective', 'noun']"
distinctiveness,dɪsˈtɪŋ(k)tɪvnɪs,,['noun']
distinctly,dɪsˈtɪŋktli,,['adverb']
distinguish,dɪˈstɪŋ.ɡwɪʃ,,['verb']
distinguishable,dɪsˈtɪŋ.ɡwɪ.ʃə.bl̩,,['adjective']
distinguished,dɪˈstɪŋ.ɡwɪʃt,,"['adjective', 'verb']"
distort,dɪsˈtɔɹt,,"['adjective', 'verb']"
distorted,dɪsˈtɔɹtɪd,,['verb']
distortion,dɪsˈtɔːʃən,,['noun']
distract,dɪsˈtɹækt,,"['adjective', 'verb']"
distraction,dɪsˈtɹækʃ(ə)n,,['noun']
distrait,dɪˈstɹeɪ,,"['adjective', 'verb']"
distraught,dɪsˈtɹɔːt,,['adjective']
distress,dɪˈstɹɛs,,"['verb', 'noun']"
distressed,dɪˈstɹɛst,,"['adjective', 'verb']"
distressing,dɪˈstɹɛsɪŋ,,"['adjective', 'verb']"
distribute,dɨˈstɹɪbjuːt,,"['adverb', 'verb']"
distributed,dɪsˈtɹɪbjutɪd,,['verb']
distributing,dɪsˈtɹɪbjutɪŋ,,['verb']
distribution,ˌdɪstɹəˈbjuːʃən,,['noun']
distributive,dɪsˈtɹɪbjʊtɪv,,"['adjective', 'noun']"
distributor,dɪstriˈbutɔr,,['noun']
district,ˈdɪstɹɪkt,,"['adjective', 'verb', 'noun']"
districts,ˈdɪstɹɪkts,,"['verb', 'noun']"
distrust,dɪsˈtɹʌst,,"['verb', 'noun']"
disturb,dɪsˈtɜːb,,"['verb', 'noun']"
disturbance,dɪˈstɜːbn̩s,,['noun']
disturbed,dɪsˈtɜːbd,,"['adjective', 'verb']"
disturber,dis.tyʁ.be,,"['verb', 'noun']"
disturbing,dɪsˈtɜːbɪŋ,,"['adjective', 'verb']"
disunite,dɪsjuːˈnaɪt,,"['adjective', 'verb']"
disunity,dɪsˈjuːnɪti,,['noun']
disuse,dɪsˈjus,,"['verb', 'noun']"
disused,ˌdɪsˈjuːzd,,"['adjective', 'verb']"
disyllabic,daɪsɪˈlæbɪk,,"['adjective', 'noun']"
ditch,dɪtʃ,,"['verb', 'noun']"
ditched,dɪtʃt,,['verb']
ditches,ˈdɪtʃɪz,,"['verb', 'noun']"
ditching,ˈdɪtʃɪŋ,,"['verb', 'noun']"
dither,ˈdɪðə,,"['verb', 'noun']"
ditherer,ˈdɪðəɹə(ɹ),,['noun']
ditto,ˈdɪtəʊ,,"['adverb', 'interjection', 'adjective', 'verb', 'noun']"
ditty,ˈdɪti,,"['verb', 'noun']"
ditz,dɪts,,['noun']
diuretic,daɪ(j)əˈɹɛtɪk,,"['adjective', 'noun']"
diurnal,daɪˈɜːnəl,,"['adjective', 'noun']"
div,ˈdɪv,,"['verb', 'noun']"
diva,ˈdiːvə,,"['adjective', 'noun']"
divalent,daɪˈveɪlənt,,['adjective']
divan,dɪˈvæn,,"['preposition', 'adjective', 'noun']"
divas,ˈdibas,,"['adjective', 'noun']"
dive,daɪv,,"['adjective', 'verb', 'noun']"
dived,ˈdaɪ̯vd,,['verb']
diver,ˈdaɪ̯vəɹ,,['noun']
diverge,daɪˈvɜːdʒ,,['verb']
divergence,daɪˈvɜː(ɹ)dʒəns,,['noun']
divergent,daɪˈvɜːdʒənt,,"['adjective', 'verb']"
diverges,di.vɛʁʒ,,['verb']
divers,ˈdaɪvə(ɹ)z,,"['adjective', 'pronoun', 'noun']"
diverse,daɪˈvɜːs,,"['adverb', 'adjective', 'verb']"
diversification,dɪˌvɝsɪfɪˈkeɪʃən,,['noun']
diversify,daɪˈvɜː.sɪ.faɪ,,['verb']
diversion,dɪˈvɝʒən,,['noun']
diversity,daɪˈvɜː(ɹ)sɪti,,['noun']
divert,daɪˈvɜːt,,['verb']
diverted,daɪˈvɜːtəd,,"['adjective', 'verb']"
diverticulitis,di.vəɾ.ti.kuˈli.tis,,['noun']
dives,ˈdaɪvz,,"['adjective', 'verb', 'noun']"
divest,daɪˈvɛst,,['verb']
divestment,daɪˈvɛstmənt,,['noun']
divide,dɪˈvaɪd,,"['verb', 'noun']"
dividend,ˈdɪvɪdɛnd,,['noun']
divider,dɪˈvaɪdə(ɹ),,"['verb', 'noun']"
divides,ˈdiː.u̯i.deːs,,"['verb', 'noun']"
dividing,aɪdɪ,,"['adjective', 'verb', 'noun']"
divination,ˌdɪvɨˈneɪʃən,,['noun']
divine,dɪˈvaɪn,,"['adverb', 'adjective', 'verb', 'noun']"
diviner,dɪˈvaɪnə(ɹ),,"['adjective', 'verb', 'noun']"
diving,ˈdaɪvɪŋ,,"['adjective', 'verb', 'noun']"
divinity,dɪˈvɪnɪti,,['noun']
divisibility,dɪˈvɪzɪbɪlɪti,,['noun']
divisible,dɪˈvɪzɪbəɫ,,"['adjective', 'noun']"
division,dɪˈvɪʒən,,['noun']
divisions,dɪˈvɪʒənz,,"['verb', 'noun']"
divisive,dɪˈvaɪsɪv,,['adjective']
divisor,dɪ.ˈvaɪ.zə(ɹ),,"['adjective', 'noun']"
divorce,dɪˈvɔːs,,"['verb', 'noun']"
divorcée,dɪˈvɔːseɪ,,"['verb', 'noun']"
divot,ˈdɪvət,,"['verb', 'noun']"
divulge,daɪˈvʌldʒ,,['verb']
divvy,ˈdɪvi,,"['adjective', 'verb', 'noun']"
dixieland,ˈdiksilænd(i),,['noun']
dizzy,ˈdɪzi,,"['adjective', 'verb', 'noun']"
djellaba,dʒɛ.laː.baː,,['noun']
do,duː,,"['adverb', 'conjunction', 'pronoun', 'noun', 'verb', 'preposition']"
doable,ˈduː.ə.bəl,,"['adjective', 'noun']"
dob,dɑb,,"['verb', 'noun']"
dobbin,ˈdɒbɪn,,['noun']
doberman,dɔ.bɛʁ.man,,['noun']
dobro,ˈdobro,,"['adverb', 'adjective', 'verb', 'noun']"
dobs,duôbs,,"['adjective', 'verb']"
doc,dɒk,,"['adjective', 'noun']"
docent,ˈdəʊ.sənt,,"['adjective', 'verb', 'noun']"
docile,ˈdəʊ.saɪl,,['adjective']
dock,dɒk,,"['adverb', 'verb', 'noun']"
docker,ˈdɑkɚ,,['noun']
docket,ˈdɒkɪt,,"['verb', 'noun']"
docking,ɒkɪ,,"['verb', 'noun']"
docks,dɒks,,"['verb', 'noun']"
docs,ɒk,,['noun']
doctor,ˈdɒktə,,"['verb', 'noun']"
doctor's,ˈdɑktɚz,,['noun']
doctoral,ˈdɒktəɹəl,,['adjective']
doctorate,ˈdɒk.tə.ɹɪt,,"['verb', 'noun']"
doctored,ˈdɒktə(ɹ)d,,"['adjective', 'verb']"
doctors,ˈdɑktɚz,,"['verb', 'noun']"
doctrinal,ˈdɒktɹɪnəl,,"['adjective', 'noun']"
doctrine,ˈdɑktɹɪn,,"['verb', 'noun']"
doctrines,ˈdɑktɹɪnz,,"['verb', 'noun']"
docudrama,dokuˈdɾama,,['noun']
document,ˈdɒkjʊmənt,,"['verb', 'noun']"
documentary,ˌdɒk.jʊˈmɛn.tɹi,,"['adjective', 'noun']"
documentation,ˌdɑkjəmənˈteɪʃən,,['noun']
documentations,dɔ.ky.mɑ̃.ta.sjɔ̃,,['noun']
documents,ˈdɑkjəmənts,,"['adjective', 'verb', 'noun']"
dodder,ɒdə(ɹ,,"['verb', 'noun']"
doddle,ˈdɒdəl,,"['verb', 'noun']"
dodge,dɒdʒ,,"['adjective', 'verb', 'noun']"
dodgem,ˈdɒdʒ.əm,,['noun']
dodger,ˈdɒd͡ʒ.ə(ɹ),,['noun']
dodgy,ˈdɒdʒ.i,,['adjective']
dodo,ˈdəʊdəʊ,,"['verb', 'noun']"
doe,dəʊ,,"['adverb', 'conjunction', 'pronoun', 'verb', 'noun']"
doer,ˈduː.ə,,"['adverb', 'verb', 'noun']"
does,ˈdʌz,,"['adjective', 'verb', 'noun']"
doesn't,ˈdʌzənt,,['verb']
doff,dɒf,,['verb']
dog,dɒɡ,,"['adverb', 'conjunction', 'interjection', 'adjective', 'verb', 'noun']"
doge,dəʊdʒ,,['noun']
dogged,dɒɡd,,"['adverb', 'adjective', 'verb']"
doggedly,ˈdɔɡədli,,['adverb']
doggedness,ˈdɔɡɪdˌnəs,,['noun']
doggerel,ˈdɒɡəɹəl,,"['adjective', 'noun']"
dogging,ˈdɔɡɪŋ,,"['verb', 'noun']"
doggy,ˈdɒ.ɡi,,"['adverb', 'adjective', 'noun']"
dogie,ˈdoʊɡi,,['noun']
dogleg,ˈdɒɡlɛɡ,,"['verb', 'noun']"
dogma,ˈdɒɡ.mə,,"['adjective', 'noun']"
dogmatic,dɒɡˈmatɪk,,"['adjective', 'noun']"
dogs,dɒɡz,,"['verb', 'noun']"
dogsbody,ˈdɒɡz.bɒ.dɪ,,"['verb', 'noun']"
dogwood,ˈdɒɡwʊd,,['noun']
doily,ˈdɔɪli,,['noun']
doing,ˈduːɪŋ,,"['interjection', 'verb', 'noun']"
doldrums,ˈdɒldɹəmz,,['noun']
dole,dəʊl,,"['interjection', 'adverb', 'verb', 'noun']"
doleful,ˈdoʊlfəl,,['adjective']
doling,əʊlɪ,,"['verb', 'noun']"
doll,dɒl,,"['adverb', 'adjective', 'noun']"
dollar,ˈdɒlə,,['noun']
dollars,ˈdɒləz,,['noun']
dollop,ˈdɒləp,,"['verb', 'noun']"
dolly,ˈdɑli,,"['adjective', 'verb', 'noun']"
dolmen,ˈdɒl.mɛn,,['noun']
dolomite,ˈdɒl.əˌmaɪt,,['noun']
dolor,o(ɾ,,['noun']
dolorous,ˈdɒləɹəs,,['adjective']
dolphin,ˈdɒlfɪn,,['noun']
dolt,dɒlt,,"['adjective', 'verb', 'noun']"
dolts,ˈdoʊlts,,"['verb', 'noun']"
domain,dəˈmeɪn,,['noun']
dome,dəʊm,,"['verb', 'noun']"
domes,ˈdo.məs,,"['verb', 'noun']"
domestic,dəˈmɛstɪk,,"['adjective', 'noun']"
domesticate,dəˈmɛstɪkeɪt,,"['verb', 'noun']"
domestication,eɪʃə,,['noun']
domicile,ˈdɑmɪsaɪl,,"['verb', 'noun']"
domiciliary,ˌdɒmɪˈsɪli.əɹi,,"['adjective', 'noun']"
dominance,ˈdɒmɪnəns,,['noun']
dominant,ˈdɒmɪnənt,,"['adjective', 'verb', 'noun']"
dominate,ˈdɒməˌneɪt,,"['adverb', 'adjective', 'verb', 'noun']"
domination,ˌdɒməˈneɪʃən,,['noun']
dominatrices,ˌdɒmɪˈneɪtɹɪsiːz,,"['adjective', 'noun']"
dominatrix,ˌdɒmɪˈneɪtɹɪks,,['noun']
domineer,ˈdɑːm.ɪnˌɪɹ,,['verb']
dominion,dəˈmɪnjən,,['noun']
dominions,dəˈmɪnjənz,,"['verb', 'noun']"
domino,ˈdɒmɪnəʊ,,"['verb', 'noun']"
dominoes,ˈdɒmɪnəʊz,,['noun']
don,dɑn,,"['adverb', 'pronoun', 'noun', 'adjective', 'verb', 'preposition']"
don't,dəʊnt,,"['interjection', 'verb', 'noun']"
dona,ˈdɔ.nə,,"['adjective', 'verb', 'noun']"
donas,ˈd̪ˠɔnˠəsˠ,,"['verb', 'noun']"
donate,dəʊˈneɪt,,"['adverb', 'verb']"
donation,dəʊˈneɪʃən,,['noun']
donations,doʊˈneɪʃənz,,['noun']
done,dʌn,,"['interjection', 'adjective', 'verb', 'noun']"
dong,dɒŋ,,"['verb', 'pronoun', 'noun']"
dongle,ˈdɒŋɡl̩,,['noun']
donkey,ˈdɒŋki,,['noun']
donnybrook,ˈdɒnɪbɹʊk,,"['adjective', 'noun']"
donor,ˈdoʊnɚ,,"['verb', 'noun']"
donors,ˈdoʊnɚz,,['noun']
dons,dɔns,,"['verb', 'noun']"
doodle,ˈduːdl̩,,"['verb', 'noun']"
doohickey,ˈduhɪki,,['noun']
doolally,duːˈlali,,['adjective']
doom,duːm,,"['verb', 'noun']"
doomed,duːmd,,"['adjective', 'verb']"
dooming,ˈduːmɪŋ,,"['verb', 'noun']"
dooms,duːmz,,"['adverb', 'verb', 'noun']"
doomsayer,ˈduːmˌseɪ.ə,,['noun']
doomsday,ˈduːmz.deɪ,,"['adjective', 'noun']"
door,dɔː,,"['preposition', 'adverb', 'verb', 'noun']"
doorbell,ˈdɔː.bɛl,,"['verb', 'noun']"
doorknob,ˈdɔː.nɒb,,['noun']
doorman,ɔː(ɹ)mə,,['noun']
doormat,ˈdɔːˌmæt,,['noun']
doors,dɔːz,,"['verb', 'noun']"
doorstep,ɛ,,"['verb', 'noun']"
doorway,ˈdɔɹweɪ,,['noun']
dopamine,ˈdəʊ.pə.miːn,,['noun']
dope,dəʊp,,"['adverb', 'adjective', 'verb', 'noun']"
doped,dəʊpt,,"['adjective', 'verb']"
doper,ˈdoː.pər,,"['adjective', 'verb', 'noun']"
dopers,ˈdoː.pərs,,"['adjective', 'noun']"
dopey,ˈdəʊpi,,['adjective']
doping,ˈdoː.pɪŋ,,"['verb', 'noun']"
dork,dɔɹk,,['noun']
dorm,dɔːm,,"['verb', 'noun']"
dormant,ˈdɔɹmənt,,"['adjective', 'verb', 'noun']"
dormer,ˈdɔɹmɚ,,"['verb', 'noun']"
dormitory,ˈdɔɹmɪˌtɔɹi,,['noun']
dormouse,ˈdɔɹmaʊs,,['noun']
dorsal,ˈdɔː.səl,,"['adjective', 'noun']"
dory,ˈdɔːɹi,,"['adjective', 'noun']"
dos,duːz,,"['preposition', 'verb', 'noun']"
dosage,do.zaʒ,,['noun']
dose,dəʊs,,"['verb', 'noun']"
dosh,dɒʃ,,['noun']
doss,dɒs,,"['adjective', 'verb', 'noun']"
dosser,ˈdɒsə(ɹ),,['noun']
dossier,ˈdɔs.jeɪ,,['noun']
dost,dʌst,,"['adverb', 'adjective', 'verb', 'noun']"
dot,dɒt,,"['preposition', 'adjective', 'verb', 'noun']"
dotage,ˈdoʊtɪdʒ,,['noun']
dotard,ˈdəʊ.təd,,['noun']
dotcom,dɒtˈkɒm,,"['verb', 'noun']"
dote,dəʊt,,"['verb', 'noun']"
doted,ˈdəʊtɪd,,"['adjective', 'verb']"
doter,ˈdəʊtə(ɹ),,"['verb', 'noun']"
dotes,dəʊts,,"['verb', 'noun']"
doth,dʌθ,,['verb']
dotted,ˈdɑtɪd,,"['adjective', 'verb']"
dotty,ˈdɒti,,"['adjective', 'noun']"
double,ˈdʌb.əl,,"['adverb', 'adjective', 'verb', 'noun']"
doubled,ˈdʌbl̩d,,['verb']
doubles,dubl,,"['adjective', 'verb', 'noun']"
doublet,ˈdʌblət,,['noun']
doubloon,dʌˈbluːn,,['noun']
doubly,ˈdʌb.li,,['adverb']
doubt,daʊt,,"['verb', 'noun']"
doubted,ˈdaʊtɪd,,['verb']
doubtful,ˈdaʊtfəl,,"['adjective', 'noun']"
doubting,ˈdaʊtɪŋ,,"['verb', 'noun']"
doubtless,ˈdaʊ̯tləs,,"['adverb', 'adjective']"
doubts,daʊts,,"['verb', 'noun']"
douche,duːʃ,,"['verb', 'noun']"
dough,dəʊ,,"['verb', 'noun']"
doughnut,ˈdəʊˌnʌt,,['noun']
doughty,ˈdaʊti,,"['adjective', 'noun']"
doughy,ˈdəʊˌi,,"['adjective', 'noun']"
dour,ˈdʊə,,"['adjective', 'noun']"
douse,daʊs,,"['verb', 'noun']"
doused,aʊs,,['verb']
dove,dʌv,,"['adverb', 'conjunction', 'adjective', 'verb', 'noun']"
dovecote,ˈdʌv.kɒt,,['noun']
doves,dʌvz,,['noun']
dovetail,ˈdʌvteɪl,,"['verb', 'noun']"
dovish,ˈdʌvɪʃ,,['adjective']
dowager,ˈdaʊədʒə,,['noun']
dowdy,ˈdaʊdi,,"['adjective', 'noun']"
dowel,ˈdaʊəl,,"['verb', 'noun']"
dower,ˈdaʊ.əɹ,,"['verb', 'noun']"
down,daʊn,,"['adverb', 'noun', 'adjective', 'verb', 'preposition']"
downbeat,ˈdaʊnbiːt,,"['adjective', 'noun']"
downcast,ˈdaʊnkæst,,"['adjective', 'verb', 'noun']"
downed,daʊnd,,"['adjective', 'verb']"
downer,ˈdaʊnə,,"['adjective', 'noun']"
downfall,ˈdaʊnfɔːl,,"['verb', 'noun']"
downgrade,ˈdaʊnˌɡɹeɪd,,"['verb', 'noun']"
downhill,ˈdaʊnˌhɪl,,"['adverb', 'adjective', 'verb', 'noun']"
downing,ˈdaʊnɪŋ,,"['verb', 'noun']"
download,ˈdaʊnˌləʊd,,"['verb', 'noun']"
downloadable,ˌdaʊnˈləʊd.ə.bl̩,,"['adjective', 'noun']"
downloading,ˈdaʊnloʊdɪŋ,,['verb']
downpour,ˈdaʊn.pɔː(ɹ),,"['verb', 'noun']"
downright,ˈdaʊnˌɹaɪt,,"['adverb', 'adjective']"
downs,daʊnz,,"['verb', 'noun']"
downshift,ˈdaʊnʃɪft,,['verb']
downside,ˈdaʊnˌsaɪd,,['noun']
downsize,ˈdaʊnsaɪz,,['verb']
downstage,eɪd,,"['adverb', 'adjective', 'verb', 'noun']"
downstairs,daʊnˈstɛɹz,,"['adverb', 'adjective', 'noun']"
downstream,iː,,"['adverb', 'adjective', 'verb']"
downtown,aʊ,,"['adverb', 'adjective', 'noun']"
downward,ˈdaʊnwɚd,,"['adverb', 'adjective']"
downwards,ˈdaʊnwədz,,['adverb']
downwind,ˌdaʊnˈwɪnd,,['adverb']
downy,ˈdaʊni,,"['adjective', 'noun']"
dowry,ˈdaʊəɹi,,"['verb', 'noun']"
dowse,daʊs,,"['verb', 'noun']"
dowsed,aʊs,,['verb']
dowser,ˈdaʊzə,,['noun']
doxology,dɒkˈsɒlədʒi,,['noun']
doyen,ˈdɔɪ.ən,,"['verb', 'noun']"
doyenne,ɛ,,['noun']
doze,doʊz,,"['adjective', 'verb', 'noun']"
dozen,ˈdʌzən,,"['verb', 'noun']"
dozing,əʊzɪ,,"['verb', 'noun']"
dpi,a,,['noun']
dpt,ˈtʼVːput,,['noun']
drab,dɹæb,,"['adjective', 'verb', 'noun']"
drachma,ˈdɹæk.mə,,['noun']
draconian,dɹəˈkəʊ.ni.ən,,['adjective']
draft,dɹɑːft,,"['adjective', 'verb', 'noun']"
draftee,i,,"['verb', 'noun']"
drafter,ɑːftə(ɹ,,['noun']
drafty,ˈdɹɑːfti,,['adjective']
drag,dɹæɡ,,"['adjective', 'verb', 'noun']"
dragged,dɹæɡd,,['verb']
dragging,ˈdɹæɡɪŋ,,"['adjective', 'verb', 'noun']"
dragon,ˈdɹæɡən,,"['verb', 'noun']"
dragonfly,ˈdɹæɡənˌflaɪ,,['noun']
dragoon,dɹəˈɡuːn,,"['verb', 'noun']"
drags,dɹæɡz,,"['verb', 'noun']"
dragster,dʁaɡ.stœʁ,,['noun']
drain,dɹeɪn,,"['verb', 'noun']"
drainage,ˈdɹeɪnədʒ,,['noun']
drained,dɹeɪnd,,"['adjective', 'verb']"
drainer,eɪnə(ɹ,,"['verb', 'noun']"
draining,ˈdɹeɪnɪŋ,,"['adjective', 'verb', 'noun']"
drains,dɹeɪnz,,"['verb', 'noun']"
drake,dɹeɪk,,['noun']
dram,dɹæm,,"['verb', 'noun']"
drama,ˈdɹɑːmə,,"['verb', 'noun']"
dramatic,dɹəˈmætɪk,,['adjective']
drank,dɹæŋk,,"['verb', 'noun']"
drape,dɹeɪp,,"['adverb', 'verb', 'noun']"
draped,dɹeɪpt,,['verb']
draper,ˈdɹeɪ.pə(ɹ),,"['verb', 'noun']"
drapery,ˈdɹeɪpəɹi,,['noun']
drapes,dɹeɪps,,"['verb', 'noun']"
draping,ˈdɹeɪpɪŋ,,"['verb', 'noun']"
drastic,ˈdɹɑːs.tɪk,,"['adjective', 'noun']"
drat,dɹæt,,"['interjection', 'adjective', 'verb', 'noun']"
draw,dɹɔː,,"['adverb', 'verb', 'noun']"
drawback,ˈdɹɔːˌbæk,,['noun']
drawbridge,ˈdɹɔːbɹɪd͡ʒ,,['noun']
drawer,dɹɔː(ɹ),,['noun']
drawers,dɹɔɹz,,['noun']
drawing,ˈdɹɔ.(w)ɪŋ(ɡ),,"['verb', 'noun']"
drawings,ˈdɹɔː(ɹ)ɪŋz,,['noun']
drawl,dɹɔːl,,"['verb', 'noun']"
drawn,dɹɔːn,,"['adjective', 'verb']"
draws,dɹɔːz,,"['verb', 'noun']"
dray,dɹeɪ,,"['verb', 'noun']"
drays,eɪ,,['noun']
dread,dɹɛd,,"['adjective', 'verb', 'noun']"
dreaded,ˈdɹɛdɪd,,"['adjective', 'verb']"
dreadful,ˈdɹɛd.fʊl,,"['adverb', 'adjective', 'noun']"
dreadfully,ˈdɹɛd.fʊl.i,,['adverb']
dreading,ˈdɹɛdɪŋ,,['verb']
dreadlocks,ˈdɹɛdlɒks,,['noun']
dreadnought,dɹɛdˈnɔːt,,['noun']
dreads,dɹɛdz,,"['verb', 'noun']"
dream,dɹiːm,,"['adjective', 'verb', 'noun']"
dreamboat,ˈdɹiːmbəʊt,,['noun']
dreamed,ˈdɹiːmd,,['verb']
dreamer,ˈdɹimɚ,,['noun']
dreaming,ˈdɹiː.mɪŋ,,"['verb', 'noun']"
dreams,dɹiːmz,,"['verb', 'noun']"
dreamy,ˈdɹiː.mi,,['adjective']
drear,dɹɪə,,"['adjective', 'noun']"
dreary,ˈdɹɪɹi,,['adjective']
dredge,dɹɛdʒ,,"['verb', 'noun']"
dredger,ˈdɹɛdʒ.ə(ɹ),,['noun']
dregs,dɹɛɡz,,['noun']
drench,dɹɛntʃ,,"['verb', 'noun']"
drenched,dɹɛntʃt,,"['adjective', 'verb']"
dress,dɹɛs,,"['verb', 'noun']"
dressage,ˈdɹɛs.ɑːʒ,,['noun']
dressed,ˈdɹɛst,,"['adjective', 'verb']"
dresser,ˈdɹɛsə,,"['verb', 'noun']"
dresses,ˈdɹɛsɪz,,"['verb', 'noun']"
dressing,ˈdɹɛsɪŋ,,"['verb', 'noun']"
dressmaker,ˈdɹɛsˌmeɪkɚ,,['noun']
dressy,ˈdɹɛsi,,['adjective']
drew,dɹuː,,"['verb', 'noun']"
dribble,ˈdɹɪ.bəl,,"['verb', 'noun']"
dribbler,dʁi.ble,,"['verb', 'noun']"
dried,dɹaɪd,,"['adjective', 'verb']"
drier,ˈdɹaɪɚ,,"['adjective', 'noun']"
dries,aɪ,,"['verb', 'noun']"
driest,drist,,['adjective']
drift,dɹɪft,,"['verb', 'noun']"
drifted,ˈdɹɪftɪd,,['verb']
drifter,ˈdɹɪftə,,['noun']
drifting,ˈdɹɪftɪŋ,,"['adjective', 'verb', 'noun']"
drifts,dɹɪfts,,"['verb', 'noun']"
driftwood,ˈdɹɪftwʊd,,['noun']
drill,dɹɪl,,"['verb', 'noun']"
drilled,dɹɪld,,['verb']
driller,ˈdɹɪlɚ,,"['verb', 'noun']"
drilling,ˈdɹɪlɪŋ,,"['verb', 'noun']"
drills,dɹɪlz,,"['verb', 'noun']"
drink,dɹɪŋk,,"['verb', 'noun']"
drinker,ɪŋkə(r,,['noun']
drinking,ˈdɹɪŋkɪŋ,,"['verb', 'noun']"
drinks,dɹɪŋks,,"['verb', 'noun']"
drip,dɹɪp,,"['verb', 'noun']"
dripping,ˈdɹɪpɪŋ,,"['verb', 'noun']"
drive,dɹaɪv,,"['verb', 'noun']"
drivel,dɹɪv.əl,,"['verb', 'noun']"
driven,ˈdɹɪvən,,"['adjective', 'verb']"
driver,ˈdɹaɪ.və(ɹ),,"['verb', 'noun']"
drives,dɹaɪvz,,"['verb', 'noun']"
driving,ˈdɹaɪvɪŋ,,"['adjective', 'verb', 'noun']"
drizzle,ˈdɹɪz.l,,"['verb', 'noun']"
drogue,dɹəʊɡ,,"['verb', 'noun']"
droid,ˈdɹɔɪd,,"['verb', 'noun']"
droids,dɹɔɪdz,,['noun']
droll,dɹəʊl,,"['adjective', 'verb', 'noun']"
droller,əʊlə(ɹ,,"['adjective', 'noun']"
drollery,ˈdɹəʊləɹi,,['noun']
drolly,ˈdɹəʊl.li,,['adverb']
dromedary,ˈdɹɒmɪdəɹi,,['noun']
drone,dɹəʊn,,"['verb', 'noun']"
droned,dɹəʊnd,,['verb']
